

   26.Диск.мат,мат.лог  ;ИМИ ; 3; 12; 2;05120 05520                   ; 36; 2; 36; 36;   ;    ;  7;  7;   ;  4;   ;     ;   ;  85  

   27.Стохастич.анализ  ;ИМИ ; 3;  8; 1;05520                         ; 36;  ; 36; 36;   ;    ;  7;  7;   ;   ;  2;     ;   ;  81  

   28.Функц.анализ..    ;ИМИ ; 3; 12; 2;05120 05520                   ;   ;  ; 36; 36;   ;    ;   ;   ;   ;   ;   ;     ;   ;  36  

   29.Функц.анализ..    ;ИМИ ; 3; 16; 1;05221                         ;   ;  ; 36; 36;   ;    ;   ;   ;   ;   ;   ;     ;   ;  36  

   30.Функц.анализ..    ;ИМИ ; 3; 24; 1;05421                         ;   ;  ; 36; 36;   ;    ;   ;   ;   ;   ;   ;     ;   ;  36  

   31.Курс по алгебре   ;ИМИ ; 4; 16; 1;05110                         ;   ;  ; 14; 14;   ;    ;   ;   ;   ;   ;   ;     ;   ;  14  

   32.Курс по матанал.  ;ИМИ ; 4; 16; 1;05110                         ;   ;  ; 14; 14;   ;    ;   ;   ;   ;   ;   ;     ;   ;  14  

   33.Комп.алгебра      ;ИМИ ; 4; 16; 1;05110                         ;   ;  ;   ;   ; 26;  26;   ;   ;   ;   ;  4;     ;   ;  30  

   34.Осн.криптографии  ;ИМИ ; 4; 18; 1;05211                         ; 12;  ; 24; 24;   ;    ;  2;  2;   ;   ;  5;     ;   ;  43  

   35.Математич.анализ  ;ФТФ ; 1; 18; 1;06140                         ; 36; 2; 18; 18;   ;    ;  7;  7;   ;  6;   ;     ;   ;  69  

   36.Высш.математика   ;ФТФ ; 1; 20; 2;06640 06340                   ; 36; 4; 36; 72;   ;    ;  7; 14;   ;  6;   ;     ;   ; 132  

   37.Дифф.уравнения    ;ФТФ ; 2; 18; 1;06130                         ; 36; 2; 18; 18;   ;    ;  7;  7;   ;  6;   ;     ;   ;  69  


   38.МетПрСтатДляСоц.  ;ИФ  ; 2;  9; 1;08530                         ; 18; 2; 36; 36;   ;    ;  4;  4;   ;  3;   ;     ;   ;  63  

   39.Математика        ;ИЭУ ; 1; 51; 2;11240 11140                   ; 36; 4; 36; 72;   ;    ;  7; 14;   ; 17;   ;     ;   ; 143  

   40.Математика        ;ВИ  ; 1; 13; 1;16740                         ; 36; 2; 36; 36;   ;    ;  7;  7;   ;  4;   ;     ;   ;  85  

   41.Фин.математика    ;КЛДЖ; 1;  8; 1;17240                         ; 16;  ; 16; 16;   ;    ;  3;  3;   ;   ;  2;     ;   ;  37  

   42.Элементы выс.мат  ;КЛДЖ; 1;  8; 1;17840                         ; 28; 2; 28; 28;   ;    ;  6;  6;   ;  3;   ;     ;   ;  67  

   43.Математич.анализ  ;ЗИМИ; 2;  8; 1;05330з                        ;  6; 2;  6;  6;   ;    ;  1;  1;   ;  3;   ;   4 ;   ;  22  

   44.Доп.гл.мат.ан.    ;ЗИМИ; 2;  8; 1;05330з                        ;  4; 2;  4;  4;   ;    ;  1;  1;   ;  3;   ;   4 ;   ;  18  

   45.Комбин.алгоритмы  ;ЗИМИ; 2;  8; 1;05330з                        ;  4;  ;  4;  4;   ;    ;  1;  1;   ;   ;  2;   4 ;   ;  15  

   46.Доп.гл.мат.ан.    ;ЗИМИ; 3;  6; 1;05330с                        ;  2; 2;  2;  2;   ;    ;   ;   ;   ;  2;   ;   3 ;   ;  11  

   47.Комбин.алгоритмы  ;ЗИМИ; 3;  6; 1;05330с                        ;  2;  ;  2;  2;   ;    ;   ;   ;   ;   ;  2;   3 ;   ;   9  

   48.Математика        ;ЗКЛД; 1; 15; 1;17140з                        ;  6;  ;  4;  4;   ;    ;  1;  1;   ;   ;  4;     ;   ;  15  

   49.Математика..      ;ФИЛБ; 1;  6; 1;60640                         ; 36; 2; 18; 18;   ;    ;  7;  7;   ;  2;   ;     ;   ;  65  

   50.Математич.анализ  ;ФИЛА; 1;  5; 1;70640                         ; 36; 2; 36; 36;   ;    ;  7;  7;   ;  2;  1;     ;   ;  84  

   51.Алгебра           ;ФИЛА; 1;  5; 1;70640                         ; 36; 2; 18; 18;   ;    ;  7;  7;   ;  2;   ;     ;   ;  65  

   52.Математика..      ;ФИЛА; 1;  7; 1;70841                         ; 36; 2; 18; 18;   ;    ;  7;  7;   ;  2;   ;     ;   ;  65  

   53.Олимпиад.задачи   ;ФИЛА; 1;  5; 1;70640                         ;   ;  ; 18; 18;   ;    ;   ;   ;   ;   ;   ;     ;   ;  18  

   54.ГЭК               ;ИМИ ; 4;  5; 1;05211                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  10  

   55.ГЭК               ;ИМИ ; 4; 13; 1;05110                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  26  

   56.Рецензирован.ВКР  ;ИМИ ; 4;  8; 1;05110                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;   8  

   57.ГАК(защита ВКР)   ;ИМИ ; 4;  8; 1;05110                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  16  

   58.ВКР,бакалавриат   ;ИМИ ; 4;  8; 1;05110                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ; 176  

   59.ГЭК               ;ИМИ ; 5;  3; 1;05201                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;   6  

   60.Обзорные лекции   ;ИМИ ;  ;   ;  ;                              ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  11  

   61.Рук во аспирант.  ;ИМИ ;  ;   ;  ;                              ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  75  

                        ;    ;  ;   ;  ;                              ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;      

                        ;    ;  ;   ;  ;                              ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;      

                        ;    ;  ;   ;  ;                              ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;      

                        ;    ;  ;   ;  ;                              ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;      

                        ;    ;  ;   ;  ;                              ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;      

                        ;    ;  ;   ;  ;                              ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;      



    1.Прикл.математика  ;БГФ ; 1; 15; 1;01440м                        ;   ;  ;   ;   ; 14;  14;   ;   ;   ;   ;  4;     ;   ;  18  

    2.Аналит.геометрия  ;ИМИ ; 1; 43; 2;05140 05540                   ; 36; 4; 36; 72;   ;    ;  7; 14;   ; 14; 11;     ;   ; 151  

    3.Геометрия         ;ИМИ ; 1; 81; 3;05240 05440 05340             ; 36; 6; 18; 18;   ;    ;  7; 21;   ; 26;   ;     ;   ; 107  

    4.Геометрия         ;ИМИ ; 1; 31; 1;05440                         ;   ;  ; 54; 54;   ;    ;   ;   ;   ;   ;   ;     ;   ;  54  

    5.Геометрия         ;ИМИ ; 1; 16; 1;05340                         ;   ;  ; 54; 54;   ;    ;   ;   ;   ;   ;   ;     ;   ;  54  

    6.Топология         ;ИМИ ; 1; 31; 1;05440                         ; 18;  ; 18; 18;   ;    ;  4;  4;   ;   ;  8;     ;   ;  48  

    7.Непрер.мат.обр.   ;ИМИ ; 1; 11; 1;05142м                        ; 14;  ; 28; 28;   ;    ;  3;  3;   ;   ;  3;     ;   ;  48  

    8.Информ.и програм  ;ИМИ ; 1; 43; 2;05140 05540                   ; 36;  ;   ;   ; 36; 108;  7; 14;   ;   ; 11;     ;   ; 169  

    9.ФилМетодолНаучЗн  ;ИМИ ; 1; 20; 2;05141м 05142м                 ; 14; 4; 14; 28;   ;    ;  3;  6;   ;  7;   ;     ;   ;  59  

   10.Вычисл.геометрия  ;ИМИ ; 1;  9; 1;05141м                        ; 14; 2;   ;   ; 14;  14;  3;  3;   ;  3;   ;     ;   ;  36  

   11.Мат.для одаренн.  ;ИМИ ; 1; 11; 1;05142м                        ; 14;  ; 14; 14;   ;    ;  3;  3;   ;   ;  3;     ;   ;  34  

   12.Подгот.учит.мат.  ;ИМИ ; 1; 11; 1;05142м                        ; 14; 2; 28; 28;   ;    ;  3;  3;   ;  4;   ;     ;   ;  51  

   13.Диффер.геометрия  ;ИМИ ; 2; 23; 1;05430                         ; 18; 2; 18; 18; 18;  36;  4;  4;   ;  8;   ;     ;   ;  86  

   14.Объек ориен.прог  ;ИМИ ; 2; 14; 1;05530                         ; 36; 2;   ;   ; 36;  36;  7;  7; 42;  5;   ;     ;   ; 128  

   15.Диф.геом.и топол  ;ИМИ ; 2; 15; 1;05230                         ; 36; 2; 18; 18;   ;    ;  7;  7;   ;  5;   ;     ;   ;  68  

   16.Спец.мат.пакеты   ;ИМИ ; 2; 28; 1;05330                         ; 18;  ;   ;   ; 54; 108;  4;  4;   ;   ;  7;     ;   ; 137  

   17.СрКомпМат Matlab  ;ИМИ ; 2; 14; 1;05530                         ; 36; 2;   ;   ; 36;  36;  7;  7;   ;  5;   ;     ;   ;  86  

   18.Диф.геом и топ..  ;ИМИ ; 2; 30; 2;05130 05530                   ; 36;  ; 36; 36;   ;    ;  7;  7;   ;   ;  8;     ;   ;  87  

   19.Основания геом.   ;ИМИ ; 3; 12; 2;05120 05520                   ; 36; 2; 18; 18;   ;    ;  7;  7;   ;  4;   ;     ;   ;  67  

   20.К/Р ГЕОМ          ;ИМИ ; 3;  3; 1;05120                         ;   ;  ;   ;   ;   ;    ;   ;   ;  9;   ;   ;     ;   ;   9  

   21.К/Р ГЕОМ          ;ИМИ ; 3;  8; 1;05520                         ;   ;  ;   ;   ;   ;    ;   ;   ; 24;   ;   ;     ;   ;  24  

   22.Паралл.программ.  ;ИМИ ; 3; 12; 2;05120 05520                   ; 18;  ;   ;   ; 18;  18;  4;  4;   ;   ;  3;     ;   ;  43  

   23.Нестанд.задачи    ;ИМИ ; 3;  3; 1;05120                         ; 36; 2; 36; 36;   ;    ;  7;  7;   ;  1;   ;     ;   ;  82  

   24.Неевклид.простр.  ;ИМИ ; 3;  8; 1;05520                         ; 18;  ; 36; 36;   ;    ;  4;  4;   ;   ;  2;     ;   ;  60  

   25.Комп.геометрия    ;ИМИ ; 3; 13; 1;05221                         ; 18;  ;   ;   ; 36;  36;  4;  4;   ;   ;  3;     ;   ;  61  

   26.АрхЭВМ,сис.пр.об  ;ИМИ ; 3; 12; 2;05120 05520                   ; 18;  ;   ;   ; 18;  18;  4;  4;   ;   ;  3;     ;   ;  43  

   27.Пр ум по реш.зад  ;ИМИ ; 4; 16; 1;05110                         ; 14; 2; 26; 26;   ;    ;  3;  3;   ;  5;   ;     ;   ;  50  

   28.Компьют.графика   ;ИМИ ; 4; 19; 1;05411                         ;   ;  ;   ;   ; 30;  30;   ;   ;   ;   ;  5;     ;   ;  35  

   29.Компьют.моделир.  ;ИМИ ; 4; 19; 1;05411                         ; 30; 2;   ;   ; 30;  30;  6;  6;   ;  6;   ;     ;   ;  74  

   30.Элем.математика   ;ИМИ ; 4; 16; 1;05110                         ; 26;  ; 26; 26;   ;    ;  5;  5;   ;   ;  4;     ;   ;  61  

   31.Комп.геометрия    ;ИМИ ; 4; 16; 1;05110                         ;   ;  ;   ;   ; 26;  26;   ;   ;   ;   ;  4;     ;   ;  30  

   32.Курсы по геом.    ;ИМИ ; 4; 16; 1;05110                         ;   ;  ; 14; 14;   ;    ;   ;   ;   ;   ;   ;     ;   ;  14  

   33.Математика        ;ХФ  ; 1; 80; 3;13140 13240 13340             ; 18; 4; 36; 36;   ;    ;  4;  4;   ; 16;  8;     ;   ;  86  

   34.Математика        ;ХФ  ; 1; 25; 1;13240                         ;   ;  ; 34; 34;   ;    ;  3;  3;   ;   ;   ;     ;   ;  37  

   35.Математика        ;ХФ  ; 1; 25; 1;13340                         ;   ;  ; 18; 18;   ;    ;  3;  3;   ;   ;   ;     ;   ;  21  

   36.Математика        ;ХФ  ; 2; 25; 1;13130                         ; 36; 2; 36; 36;   ;    ;  7;  7;   ;  8;   ;     ;   ;  89  

   37.Комп.геометрия    ;ЗИМИ; 3;  6; 1;05330с                        ;  2; 2;  2;  2;   ;    ;   ;   ;   ;  2;   ;     ;   ;   8  



   38.Спец.мат.пакеты   ;ЗИМИ; 3;  6; 1;05330с                        ;   ;  ;   ;   ;  8;   8;   ;   ;   ;   ;   ;     ;   ;   8  

   39.Математика        ;ЗХФ ; 1;  2; 1;13240з                        ;  2; 2;  4;  4;   ;    ;   ;   ;   ;  1;   ;     ;   ;   9  

   40.Геометрия         ;ФИЛА; 1;  5; 1;70640                         ; 36; 2; 18; 18;   ;    ;  7;  7;   ;  2;   ;     ;   ;  65  

   41.Научн исс.практ.  ;ИМИ ; 1; 11; 1;05142м                        ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  44  

   42.Рук во маг.1года  ;ИМИ ; 1; 11; 1;05142м                        ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ; 330  

   43.ГЭК               ;ИМИ ; 2; 11; 1;05132м                        ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  22  

   44.ГЭК               ;ИМИ ; 2;  1; 1;05131м                        ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;   2  

   45.Рецензирован.ВКР  ;ИМИ ; 2; 11; 1;05132м                        ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  22  

   46.Научн пед.практ.  ;ИМИ ; 2; 11; 1;05132м                        ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ; 143  

   47.ГАК(защита ВКР)   ;ИМИ ; 2; 11; 1;05132м                        ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  22  

   48.ВКР,магистратура  ;ИМИ ; 2; 11; 1;05132м                        ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ; 396  

   49.ГЭК               ;ИМИ ; 4;  3; 1;05310                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;   6  

   50.ГЭК               ;ИМИ ; 4;  2; 1;05211                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;   4  

   51.ГЭК               ;ИМИ ; 4;  3; 1;05110                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;   6  

   52.Рецензирован.ВКР  ;ИМИ ; 4;  8; 1;05110                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;   8  

   53.ГАК(защита ВКР)   ;ИМИ ; 4;  4; 1;05411                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;   8  

   54.ГАК(защита ВКР)   ;ИМИ ; 4;  8; 1;05110                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  16  

   55.ВКР,бакалавриат   ;ИМИ ; 4;  8; 1;05110                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ; 176  

   56.ГЭК               ;ИМИ ; 5;  1; 1;05201                         ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;   2  

   57.Рук во маг.прогр  ;ИМИ ;  ;   ;  ;                              ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  10  

   58.Обзорные лекции   ;ИМИ ;  ;   ;  ;                              ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  13  

   59.Рук во аспирант.  ;ИМИ ;  ;   ;  ;                              ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;  25  

                        ;    ;  ;   ;  ;                              ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;      

                        ;    ;  ;   ;  ;                              ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;      

                        ;    ;  ;   ;  ;                              ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;      

                        ;    ;  ;   ;  ;                              ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;      

                        ;    ;  ;   ;  ;                              ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;      

                        ;    ;  ;   ;  ;                              ;   ;  ;   ;   ;   ;    ;   ;   ;   ;   ;   ;     ;   ;      



    1.Программирование  ;ИМИ ; 1; 81; 3;05240 05440 05340             ; 36; 6;   ;   ; 36;  72;  7; 21;   ; 26;   ;     ;   ; 161  

    2.Программирование  ;ИМИ ; 1; 31; 1;05440                         ;   ;  ;   ;   ; 54; 108;   ;   ;   ;   ;   ;     ;   ; 108  

    3.Программирование  ;ИМИ ; 1; 16; 1;05340                         ;   ;  ;   ;   ; 54;  54;   ;   ;   ;   ;   ;     ;   ;  54  

    4.СтрАлгКомпОбрДан  ;ИМИ ; 1;  9; 1;05141м                        ;   ;  ;   ;   ; 14;  14;   ;   ;   ;   ;  2;     ;   ;  16  

    5.Объект ор.проект  ;ИМИ ; 1;  9; 1;05141м                        ;   ;  ;   ;   ; 14;  14;   ;   ;   ;   ;  2;     ;   ;  16  

    6.Совр.комп.техн.   ;ИМИ ; 1; 10; 1;05240м                        ;   ;  ;   ;   ; 32;  32;   ;   ;   ;   ;  3;     ;   ;  35  

    7.Олимпиад.задачи   ;ИМИ ; 1; 31; 1;05440                         ;   ;  ;   ;   ; 18;  36;   ;   ;   ;   ;   ;     ;   ;  36  

    8.Мет.глоб.поиска   ;ИМИ ; 1;  9; 1;05141м                        ;   ;  ;   ;   ; 14;  14;   ;   ;   ;   ;  2;     ;   ;  16  

    9.Нейро нечет.мод.  ;ИМИ ; 1;  9; 1;05141м                        ;   ; 2;   ;   ; 14;  14;   ;   ;   ;  3;   ;     ;   ;  19  

   10.ПакПрПрогрАнДанн  ;ИМИ ; 1;  9; 1;05141м                        ;   ; 2;   ;   ; 14;  14;   ;   ;   ;  3;   ;     ;   ;  19  

   11.ПоискАлгНаГрафах  ;ИМИ ; 1;  9; 1;05141м                        ;   ;  ;   ;   ; 14;  14;   ;   ;   ;   ;  2;     ;   ;  16  

   12.Прогр.на ЯзВысУр  ;ИМИ ; 1;  9; 1;05141м                        ;   ;  ;   ;   ; 14;  14;   ;   ;   ;   ;  2;     ;   ;  16  

   13.СтрАлгКомпОбрДан  ;ИМИ ; 2; 38; 2;05230 05430                   ; 36; 2;   ;   ; 36; 108;  7; 14; 69;  8;  4;     ;   ; 241  

   14.Объек ориен.прог  ;ИМИ ; 2; 59; 3;05130 05430 05330             ; 36; 2;   ;   ; 36; 180;  7; 21;   ;  3; 13;     ;   ; 255  

   15.Арх.выч.сис и КС  ;ИМИ ; 2; 23; 1;05430                         ; 18;  ;   ;   ; 18;  36;  4;  4;   ;   ;  6;     ;   ;  64  

   16.ВычСистСетиТелек  ;ИМИ ; 2; 23; 1;05430                         ; 18;  ; 18; 18;   ;    ;  4;  4;   ;   ;  6;     ;   ;  46  

   17.Инф.сис.и технол  ;ИМИ ; 2; 28; 1;05330                         ; 18;  ;   ;   ; 18;  36;  4;  4;   ;   ;  7;     ;   ;  65  

   18.Операц.системы    ;ИМИ ; 2; 43; 2;05230 05330                   ; 36; 2;   ;   ; 36; 108;  7; 14;   ;  9;  4;     ;   ; 173  

   19.Базы данных       ;ИМИ ; 2; 43; 2;05230 05330                   ; 18; 4;   ;   ; 36;  36;  4;  8;   ; 14;   ;     ;   ;  80  

   20.Базы данных       ;ИМИ ; 2; 28; 1;05330                         ;   ;  ;   ;   ; 18;  36;   ;   ;   ;   ;   ;     ;   ;  36  

   21.Функ.программир.  ;ИМИ ; 3; 25; 1;05321                         ; 18;  ;   ;   ; 18;  36;  4;  4;   ;   ;   ;     ;   ;  58  

   22.К/Р ИНФТ          ;ИМИ ; 3; 22; 1;05421                         ;   ;  ;   ;   ;   ;    ;   ;   ; 66;   ;   ;     ;   ;  66  

   23.К/Р ИНФТ          ;ИМИ ; 3; 25; 1;05321                         ;   ;  ;   ;   ;   ;    ;   ;   ; 75;   ;   ;     ;   ;  75  

   24.Олимпиад.задачи   ;ИМИ ; 3; 22; 1;05421                         ;   ;  ; 18; 18;   ;    ;   ;   ;   ;   ;   ;     ;   ;  18  

   25.Прав.защ.инт.соб  ;ИМИ ; 3; 25; 1;05321                         ; 18;  ;   ;   ;   ;    ;  4;  4;   ;   ;  6;     ;   ;  28  

   26.Курс по программ  ;ИМИ ; 3; 25; 1;05321                         ;   ;  ; 18; 18;   ;    ;   ;   ;   ;   ;   ;     ;   ;  18  

   27.Инф.безопасность  ;ИМИ ; 3; 25; 1;05321                         ;   ; 2;   ;   ; 36;  72;   ;   ;   ;  8;   ;     ;   ;  82  

   28.Операц.системы    ;ИМИ ; 3; 13; 1;05221                         ; 18;  ;   ;   ; 18;  18;  4;  4;   ;   ;  3;     ;   ;  43  

   29.Базы данных       ;ИМИ ; 3; 22; 1;05421                         ; 18;  ;   ;   ; 36;  72;  4;  4;   ;   ;  6;     ;   ; 100  

   30.Тех.обраб,ан.дан  ;ИМИ ; 3; 25; 1;05321                         ; 18; 2;   ;   ; 18;  36;  4;  4;   ;  8;   ;     ;   ;  68  

   31.Стат.мет.в экон.  ;ИМИ ; 3; 25; 1;05321                         ; 18;  ; 18; 18;   ;    ;  4;  4;   ;   ;  6;     ;   ;  46  

   32.Хранилище данных  ;ИМИ ; 3; 25; 1;05321                         ;   ;  ;   ;   ; 18;  36;   ;   ;   ;   ;  6;     ;   ;  42  

   33.Парал.программ..  ;ИМИ ; 3; 22; 1;05421                         ; 18; 2;   ;   ; 36;  72;  4;  4;   ;  7;   ;     ;   ; 103  

   34.Функ.программир.  ;ИМИ ; 4; 30; 2;05411 05310                   ; 16; 4;   ;   ; 16;  16;  3;  3;   ; 10;   ;     ;   ;  49  

   35.Функ.программир.  ;ИМИ ; 4; 11; 1;05310                         ;   ;  ;   ;   ; 12;  12;  2;  2;   ;   ;   ;     ;   ;  14  

   36.Технол.разраб.ПО  ;ИМИ ; 4; 30; 2;05411 05310                   ; 16;  ;   ;   ; 16;  16;  3;  3;   ;   ;  8;     ;   ;  43  

   37.Технол.разраб.ПО  ;ИМИ ; 4; 11; 1;05310                         ;   ;  ;   ;   ; 12;  12;  2;  2;   ;   ;   ;     ;   ;  14  



   38.Рекурс лог.прогр  ;ИМИ ; 4; 30; 2;05411 05310                   ; 16; 2;   ;   ; 30;  30;  3;  3;   ;  4;  5;     ;   ;  60  

   39.Рекурс лог.прогр  ;ИМИ ; 4; 11; 1;05310                         ;   ;  ;   ;   ; 12;  12;  2;  2;   ;   ;   ;     ;   ;  14  

   40.Сети и телекомм.  ;ИМИ ; 4; 16; 1;05110                         ; 14;  ;   ;   ; 26;  26;  3;  3;   ;   ;  4;     ;   ;  47  

   41.Пакеты прикл.пр.  ;ИМИ ; 4; 30; 2;05411 05310                   ; 16; 4;   ;   ; 16;  16;  3;  3;   ; 10;   ;     ;   ;  49  

   42.Пакеты прикл.пр.  ;ИМИ ; 4; 11; 1;05310                         ;   ;  ;   ;   ; 12;  12;  2;  2;   ;   ;   ;     ;   ;  14  

